管材,产品规格,水力内径 (m),设计流量 (m³/s),流量口径,本次流量 (m³/s),底坡分母,无压糙率,输水能力判断,水深 (m),充满度,无压流速 (m/s),模型最大无压流量 (m³/s),满管参照流量 (m³/s),同流量有压流速 (m/s),同流量有压总水损 (m/km),同流量有压总水损下限 (m/km),净空高度 (m),净空面积 (%),项目净空高度下限 (m),项目净空面积下限 (%),项目净空判定,计算说明,模型条件,有压候选类别
聚乙烯（PE）管,PE100 DN90×5.4 mm，SDR17，PN1 MPa，名义计算内径 di=79.2 mm,0.0792,0.1,设计流量,0.1,500,0.014,能力不足,,,,0.0012389800405393067,0.001151783007158136,20.298304138850032,3200.681708142822,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN90×5.4 mm，SDR17，PN1 MPa，名义计算内径 di=79.2 mm,0.0792,0.1,加大流量,0.13,500,0.014,能力不足,,,,0.0012389800405393067,0.001151783007158136,26.38779538050504,5092.3966227924375,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN110×6.6 mm，SDR17，PN1 MPa，名义计算内径 di=96.8 mm,0.0968,0.1,设计流量,0.1,500,0.014,能力不足,,,,0.002115752090751843,0.001966849526023467,13.588120952453329,1228.9554777908625,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN110×6.6 mm，SDR17，PN1 MPa，名义计算内径 di=96.8 mm,0.0968,0.1,加大流量,0.13,500,0.014,能力不足,,,,0.002115752090751843,0.001966849526023467,17.664557238189328,1955.3111790974729,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN125×7.4 mm，SDR17，PN1 MPa，名义计算内径 di=110.2 mm,0.1102,0.1,设计流量,0.1,500,0.014,能力不足,,,,0.0029896114254556886,0.0027792083206980714,10.484480821334273,662.1484979445365,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN125×7.4 mm，SDR17，PN1 MPa，名义计算内径 di=110.2 mm,0.1102,0.1,加大流量,0.13,500,0.014,能力不足,,,,0.0029896114254556886,0.0027792083206980714,13.629825067734554,1053.5014356914555,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN140×8.3 mm，SDR17，PN1 MPa，名义计算内径 di=123.4 mm,0.12340000000000001,0.1,设计流量,0.1,500,0.014,能力不足,,,,0.004042384175086438,0.003757888948108369,8.361415385886922,386.0008777975435,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN140×8.3 mm，SDR17，PN1 MPa，名义计算内径 di=123.4 mm,0.12340000000000001,0.1,加大流量,0.13,500,0.014,能力不足,,,,0.004042384175086438,0.003757888948108369,10.869840001652998,614.1409067606713,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN160×9.5 mm，SDR17，PN1 MPa，名义计算内径 di=141 mm,0.141,0.1,设计流量,0.1,500,0.014,能力不足,,,,0.005768303812548764,0.00536234167947307,6.404303328480273,204.35554984393468,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN160×9.5 mm，SDR17，PN1 MPa，名义计算内径 di=141 mm,0.141,0.1,加大流量,0.13,500,0.014,能力不足,,,,0.005768303812548764,0.00536234167947307,8.325594327024355,325.13683232750486,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN180×10.7 mm，SDR17，PN1 MPa，名义计算内径 di=158.6 mm,0.1586,0.1,设计流量,0.1,500,0.014,能力不足,,,,0.007893549083603124,0.00733801627401949,5.061785678021127,116.60452958559112,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN180×10.7 mm，SDR17，PN1 MPa，名义计算内径 di=158.6 mm,0.1586,0.1,加大流量,0.13,500,0.014,能力不足,,,,0.007893549083603124,0.00733801627401949,6.580321381427464,185.52188777574895,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN200×11.9 mm，SDR17，PN1 MPa，名义计算内径 di=176.2 mm,0.1762,0.1,设计流量,0.1,500,0.014,能力不足,,,,0.010450720593380328,0.009715218968962224,4.1010806544491505,70.5851661944209,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN200×11.9 mm，SDR17，PN1 MPa，名义计算内径 di=176.2 mm,0.1762,0.1,加大流量,0.13,500,0.014,能力不足,,,,0.010450720593380328,0.009715218968962224,5.331404850783896,112.30346992431168,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN225×13.4 mm，SDR17，PN1 MPa，名义计算内径 di=198.2 mm,0.1982,0.1,设计流量,0.1,500,0.014,能力不足,,,,0.014302333246609348,0.01329576252817359,3.2411775218519727,40.26958860218838,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN225×13.4 mm，SDR17，PN1 MPa，名义计算内径 di=198.2 mm,0.1982,0.1,加大流量,0.13,500,0.014,能力不足,,,,0.014302333246609348,0.01329576252817359,4.213530778407565,64.07032491775476,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN250×14.8 mm，SDR17，PN1 MPa，名义计算内径 di=220.4 mm,0.2204,0.1,设计流量,0.1,500,0.014,能力不足,,,,0.018982849286978035,0.017646872847659565,2.6211202053335683,24.268465624085806,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN250×14.8 mm，SDR17，PN1 MPa，名义计算内径 di=220.4 mm,0.2204,0.1,加大流量,0.13,500,0.014,能力不足,,,,0.018982849286978035,0.017646872847659565,3.4074562669336386,38.611978213903136,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN280×16.6 mm，SDR17，PN1 MPa，名义计算内径 di=246.8 mm,0.24680000000000002,0.1,设计流量,0.1,500,0.014,能力不足,,,,0.025667539567967256,0.02386110747762758,2.0903538464717304,14.14735374734821,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN280×16.6 mm，SDR17，PN1 MPa，名义计算内径 di=246.8 mm,0.24680000000000002,0.1,加大流量,0.13,500,0.014,能力不足,,,,0.025667539567967256,0.02386110747762758,2.7174600004132494,22.508934975058505,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN315×18.7 mm，SDR17，PN1 MPa，名义计算内径 di=277.6 mm,0.2776,0.1,设计流量,0.1,500,0.014,能力不足,,,,0.035122254914023515,0.03265041813380629,1.6522326309899524,8.073294058540156,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN315×18.7 mm，SDR17，PN1 MPa，名义计算内径 di=277.6 mm,0.2776,0.1,加大流量,0.13,500,0.014,能力不足,,,,0.035122254914023515,0.03265041813380629,2.147902420286938,12.844893415651566,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN355×21.1 mm，SDR17，PN1 MPa，名义计算内径 di=312.8 mm,0.3128,0.1,设计流量,0.1,500,0.014,能力不足,,,,0.04828828829003339,0.04488985139179828,1.3012976031349164,4.568138191180066,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN355×21.1 mm，SDR17，PN1 MPa，名义计算内径 di=312.8 mm,0.3128,0.1,加大流量,0.13,500,0.014,能力不足,,,,0.04828828829003339,0.04488985139179828,1.6916868840753911,7.268067748827364,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN400×23.7 mm，SDR17，PN1 MPa，名义计算内径 di=352.6 mm,0.3526,0.1,设计流量,0.1,500,0.014,能力不足,,,,0.06645841516782434,0.061781199671014565,1.0241073962959886,2.580031420996047,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,经济
聚乙烯（PE）管,PE100 DN400×23.7 mm，SDR17，PN1 MPa，名义计算内径 di=352.6 mm,0.3526,0.1,加大流量,0.13,500,0.014,能力不足,,,,0.06645841516782434,0.061781199671014565,1.3313396151847852,4.10492029293416,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,经济
聚乙烯（PE）管,PE100 DN450×26.7 mm，SDR17，PN1 MPa，名义计算内径 di=396.6 mm,0.3966,0.1,设计流量,0.1,500,0.014,能力不足,,,,0.09093639195104115,0.08453646350581244,0.8094773455963962,1.4723775195915179,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,妥协
聚乙烯（PE）管,PE100 DN450×26.7 mm，SDR17，PN1 MPa，名义计算内径 di=396.6 mm,0.3966,0.1,加大流量,0.13,500,0.014,能力不足,,,,0.09093639195104115,0.08453646350581244,1.052320549275315,2.3426041674709306,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,妥协
聚乙烯（PE）管,PE100 DN500×29.7 mm，SDR17，PN1 MPa，名义计算内径 di=440.6 mm,0.44060000000000005,0.1,设计流量,0.1,500,0.014,可形成均匀流,0.3248180664533395,0.7372175816008613,0.8299202871455345,0.1203877986930626,0.1119151368600639,0.6558750842664939,0.8913933161298913,,0.11578193354666055,20.971315628114063,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,妥协
聚乙烯（PE）管,PE100 DN500×29.7 mm，SDR17，PN1 MPa，名义计算内径 di=440.6 mm,0.44060000000000005,0.1,加大流量,0.13,500,0.014,能力不足,,,,0.1203877986930626,0.1119151368600639,0.852637609546442,1.4182379650844852,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,妥协
聚乙烯（PE）管,PE100 DN560×33.2 mm，SDR17，PN1 MPa，名义计算内径 di=493.6 mm,0.49360000000000004,0.1,设计流量,0.1,500,0.014,可形成均匀流,0.292762173754959,0.59311623532204,0.8457898488230569,0.16297871724650642,0.15150858844444917,0.5225884616179326,0.5185159660636429,,0.20083782624504104,38.21296598142779,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN560×33.2 mm，SDR17，PN1 MPa，名义计算内径 di=493.6 mm,0.49360000000000004,0.1,加大流量,0.13,500,0.014,可形成均匀流,0.35215982111806543,0.7134518256038602,0.8900617913532008,0.16297871724650642,0.15150858844444917,0.6793650001033124,0.8249770502730128,,0.1414401788819346,23.672153247872462,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN630×37.4 mm，SDR17，PN1 MPa，名义计算内径 di=555.2 mm,0.5552,0.1,设计流量,0.1,500,0.014,可形成均匀流,0.27181171919267244,0.48957442217700364,0.8486449466845197,0.2230124175920647,0.20731723237122276,0.4130581577474881,0.2958950446025617,,0.2833882808073276,51.32732960218276,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN630×37.4 mm，SDR17，PN1 MPa，名义计算内径 di=555.2 mm,0.5552,0.1,加大流量,0.13,500,0.014,可形成均匀流,0.31866540233515533,0.573965061842859,0.9042571741045984,0.2230124175920647,0.20731723237122276,0.5369756050717345,0.47077937240733136,,0.2365345976648447,40.61693725532768,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN710×42.1 mm，SDR17，PN1 MPa，名义计算内径 di=625.8 mm,0.6257999999999999,0.1,设计流量,0.1,500,0.014,可形成均匀流,0.25578941033798563,0.40873986950780705,0.8456612205855799,0.3068729790535809,0.2852758487344624,0.3251164925603858,0.1671721733152141,,0.3700105896620143,61.55475920543475,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN710×42.1 mm，SDR17，PN1 MPa，名义计算内径 di=625.8 mm,0.6257999999999999,0.1,加大流量,0.13,500,0.014,可形成均匀流,0.2964392166442672,0.4736964152193468,0.9059572827905056,0.3068729790535809,0.2852758487344624,0.4226514403285015,0.2659767788372917,,0.3293607833557327,53.347531019711916,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN800×47.4 mm，SDR17，PN1 MPa，名义计算内径 di=705.2 mm,0.7052,0.1,设计流量,0.1,500,0.014,可形成均匀流,0.24280179025961643,0.34430202816167954,0.8394012020758802,0.4219846325981749,0.39228616539850353,0.25602684907399714,0.09456096939564224,,0.4623982097403836,69.498870332705,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN800×47.4 mm，SDR17，PN1 MPa，名义计算内径 di=705.2 mm,0.7052,0.1,加大流量,0.13,500,0.014,可形成均匀流,0.27951179341174887,0.3963581869139944,0.902015287334224,0.4219846325981749,0.39228616539850353,0.3328349037961963,0.15044981198013582,,0.4256882065882512,63.100968634374055,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN900×53.3 mm，SDR17，PN1 MPa，名义计算内径 di=793.4 mm,0.7934,0.1,设计流量,0.1,500,0.014,可形成均匀流,0.23189427576137214,0.29227914766999263,0.8312140767368444,0.5777984186679807,0.5371340767482764,0.20226732287260418,0.05389938731095369,,0.5615057242386279,75.66603736228106,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN900×53.3 mm，SDR17，PN1 MPa，名义计算内径 di=793.4 mm,0.7934,0.1,加大流量,0.13,500,0.014,可形成均匀流,0.2657943063472835,0.3350066881110203,0.8949839108263741,0.5777984186679807,0.5371340767482764,0.2629475197343854,0.08575581171179497,,0.5276056936527165,70.6198606976526,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1000×59.3 mm，SDR17，PN1 MPa，名义计算内径 di=881.4 mm,0.8814,0.1,设计流量,0.1,500,0.014,可形成均匀流,0.22329923968167675,0.2533460854114781,0.822767517822655,0.764877611520151,0.7110469956571213,0.16389436663374501,0.03263519212857144,,0.6581007603183232,80.08011217221242,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1000×59.3 mm，SDR17，PN1 MPa，名义计算内径 di=881.4 mm,0.8814,0.1,加大流量,0.13,500,0.014,可形成均匀流,0.2552248315469995,0.289567542031994,0.887009261122627,0.764877611520151,0.7110469956571213,0.2130626766238685,0.05192373292130668,,0.6261751684530005,75.97965591089661,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1200×67.9 mm，SDR17，PN1 MPa，名义计算内径 di=1064.2 mm,1.0642,0.1,设计流量,0.1,500,0.014,可形成均匀流,0.20983171924397773,0.19717319981580317,0.8058760009095557,1.264326298278778,1.1753454440047104,0.11242518462915753,0.013281914483012976,,0.8543682807560223,86.04931968413648,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1200×67.9 mm，SDR17，PN1 MPa，名义计算内径 di=1064.2 mm,1.0642,0.1,加大流量,0.13,500,0.014,可形成均匀流,0.23898909720110004,0.2245716004520767,0.8701656595909889,1.264326298278778,1.1753454440047104,0.1461527400179048,0.02113199081478149,,0.8252109027989,83.20403265665503,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1400×82.4 mm，SDR17，PN1 MPa，名义计算内径 di=1235.2 mm,1.2352,0.1,设计流量,0.1,500,0.014,可形成均匀流,0.20048089209949982,0.16230642171267795,0.7915004762636865,1.8811780985374968,1.748784400425379,0.08345177004117105,0.0065249135829517375,,1.0347191079005003,89.45651044518522,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1400×82.4 mm，SDR17，PN1 MPa，名义计算内径 di=1235.2 mm,1.2352,0.1,加大流量,0.13,500,0.014,可形成均匀流,0.2278996159801529,0.18450422278185952,0.8553741816802563,1.8811780985374968,1.748784400425379,0.10848730105352236,0.010381365885055773,,1.0073003840198471,87.31697736768076,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1600×94.1 mm，SDR17，PN1 MPa，名义计算内径 di=1411.8 mm,1.4118,0.1,设计流量,0.1,500,0.014,可形成均匀流,0.19283001657436016,0.1365845137939936,0.7781470128774837,2.6865337410230183,2.497460661045349,0.06387983173731845,0.0034493999051705393,,1.2189699834256398,91.79077594848056,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1600×94.1 mm，SDR17，PN1 MPa，名义计算内径 di=1411.8 mm,1.4118,0.1,加大流量,0.13,500,0.014,可形成均匀流,0.21891468944322753,0.15506069517157356,0.8414317148796251,2.6865337410230183,2.497460661045349,0.083043781258514,0.0054881159794996975,,1.1928853105567725,90.13065709433187,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1800×105.9 mm，SDR17，PN1 MPa，名义计算内径 di=1588.2 mm,1.5882,0.1,设计流量,0.1,500,0.014,可形成均匀流,0.18655757957899083,0.11746479006358823,0.7661588915756808,3.6774293427368923,3.4186189352536966,0.05047772058000139,0.001967178819409293,,1.4016424204210092,93.41158588185422,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN1800×105.9 mm，SDR17，PN1 MPa，名义计算内径 di=1588.2 mm,1.5882,0.1,加大流量,0.13,500,0.014,可形成均匀流,0.21159832976680373,0.1332315387021809,0.8288061613804318,3.6774293427368923,3.4186189352536966,0.06562103675400181,0.003129850353723984,,1.3766016702331962,92.08246272630194,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN2000×117.6 mm，SDR17，PN1 MPa，名义计算内径 di=1764.8 mm,1.7648,0.1,设计流量,0.1,500,0.014,可形成均匀流,0.18125621910949996,0.10270637982179281,0.7553183884710029,4.871377802219459,4.528539597459092,0.04088077575968722,0.0011896633773238329,,1.5835437808905,94.58761015438238,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN2000×117.6 mm，SDR17，PN1 MPa，名义计算内径 di=1764.8 mm,1.7648,0.1,加大流量,0.13,500,0.014,可形成均匀流,0.20544481958005523,0.11641252242750183,0.8173254596838281,4.871377802219459,4.528539597459092,0.053145008487593376,0.0018927960720152306,,1.5593551804199448,93.49769325573783,,,未设置净空判据,,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN32×2.3 mm，SDR17，PN1 MPa，名义计算内径 di=27.4 mm,0.027399999999999997,0.1,设计流量,0.1,750,0.014,能力不足,,,,5.966958681315613e-05,5.547015600479326e-05,169.59341796781436,505931.1497772603,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN32×2.3 mm，SDR17，PN1 MPa，名义计算内径 di=27.4 mm,0.027399999999999997,0.1,加大流量,0.13,750,0.014,能力不足,,,,5.966958681315613e-05,5.547015600479326e-05,220.47144335815867,804954.1670877853,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN40×2.4 mm，SDR17，PN1 MPa，名义计算内径 di=35.2 mm,0.0352,0.1,设计流量,0.1,750,0.014,能力不足,,,,0.00011637650193852124,0.0001081861474596065,102.7601647029283,153162.73020159686,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN40×2.4 mm，SDR17，PN1 MPa，名义计算内径 di=35.2 mm,0.0352,0.1,加大流量,0.13,750,0.014,能力不足,,,,0.00011637650193852124,0.0001081861474596065,133.5882141138068,243687.26450742636,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN50×3 mm，SDR17，PN1 MPa，名义计算内径 di=44 mm,0.044,0.1,设计流量,0.1,750,0.014,能力不足,,,,0.00021100463745810777,0.0001961545367187871,65.76650540987411,52831.42649892653,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
聚乙烯（PE）管,PE100 DN50×3 mm，SDR17，PN1 MPa，名义计算内径 di=44 mm,0.044,0.1,加大流量,0.13,750,0.014,能力不足,,,,0.00021100463745810777,0.0001961545367187871,85.49645703283635,84056.6486808051,,,,,,无法判定净空,超过圆管模型最大无压流量,圆管无压均匀流；多解区采用较浅水深支，不包含下游顶托影响。,兜底
